Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
209439446,"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374186""","=""9781649374189""",0,Red Tower Books,Hardcover,544,2025,2025,,2026/06/20,,,read,,,,1,0
90202302,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",0,Entangled: Red Tower Books,Hardcover,623,2023,2023,,2026/06/20,,,read,,,,1,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",0,Entangled: Red Tower Books,Hardcover,517,2023,2023,,2026/06/20,,,read,,,,1,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",0,Bloomsbury Publishing,Paperback,272,2020,2018,,2026/06/20,,,read,,,,1,0
53138095,"A ​Court of Silver Flames (A Court of Thorns and Roses, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119628X""","=""9781681196282""",0,Bloomsbury Publishing,Hardcover,757,2021,2021,,2026/06/20,,,read,,,,1,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",0,Bloomsbury Publishing,Paperback,699,2020,2017,,2026/06/20,,,read,,,,1,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",0,Bloomsbury Publishing,Paperback,626,2020,2016,,2026/06/20,,,read,,,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",0,Bloomsbury Publishing,Paperback,419,2020,2015,,2026/06/20,,,read,,,,1,0
18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin,"Zevin, Gabrielle",,"=""1616203218""","=""9781616203214""",0,Algonquin Books,Hardcover,260,2014,2014,,2026/06/20,to-read,to-read (#11),to-read,,,,0,0
60864807,"Encore in Death (In Death, #56)",J.D. Robb,"Robb, J.D.",,"=""1250284317""","=""9781250284310""",0,St. Martin’s Press ,Kindle Edition,375,2023,2023,,2026/06/20,,,read,,,,1,0
242528917,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""1804990922""","=""9781804990926""",0,Penguin UK,Paperback,390,2023,2022,,2026/06/20,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,Knopf,Paperback,399,2022,2022,,2026/06/20,,,read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,Tor Books,Hardcover,448,2020,2020,,2026/06/20,,,read,,,,1,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,Vintage,Paperback,343,1994,1966,,2026/06/14,,,read,,,,1,0
24830,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",,"=""000712774X""","=""9780007127740""",0,Voyager Classics / Harper Collins,Paperback,186,2002,1951,,2026/06/14,,,read,,,,1,0
248596,Something Wicked This Way Comes,Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",0,Harper Voyager,Mass Market Paperback,293,1998,1962,,2026/06/14,,,read,,,,1,0
2211221,"Nothing to Lose (Jack Reacher, #12)",Lee Child,"Child, Lee",,"=""0385340567""","=""9780385340564""",0,Delacorte Press,Hardcover,416,2008,2008,,2026/06/16,,,read,,,,1,0
383028,"The Hard Way (Jack Reacher, #10)",Lee Child,"Child, Lee",,"=""0385336691""","=""9780385336697""",0,Delacorte Press,Hardcover,384,2006,2006,,2026/06/16,,,read,,,,1,0
455941,"Persuader (Jack Reacher, #7)",Lee Child,"Child, Lee",,"=""0440241006""","=""9780440241003""",0,Dell,Mass Market Paperback,496,2004,2003,,2026/06/16,,,read,,,,1,0
108942,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,"Child, Lee",,"=""0385340559""","=""9780385340557""",0,Delacorte Press,Hardcover,378,2007,2007,,2026/06/16,,,read,,,,1,0
455930,"Echo Burning (Jack Reacher, #5)",Lee Child,"Child, Lee",,"=""0515133310""","=""9780515133318""",0,Jove,Mass Market Paperback,432,2002,2001,,2026/06/16,,,read,,,,1,0
4494917,"Gone Tomorrow (Jack Reacher, #13)",Lee Child,"Child, Lee",,"=""0593057058""","=""9780593057056""",0,Transworld Publishers,Hardcover,441,2009,2009,,2026/06/16,,,read,,,,1,0
21745,"Without Fail (Jack Reacher, #6)",Lee Child,"Child, Lee",Dick Hill,"=""1590860624""","=""9781590860625""",0,Brilliance Audio,Audio Cassette,14,2002,2002,,2026/06/16,,,read,,,,1,0
455925,"Running Blind (Jack Reacher, #4)",Lee Child,"Child, Lee",,"=""0515130974""","=""9780515130973""",0,Jove,Mass Market Paperback,512,2001,2000,,2026/06/16,,,read,,,,1,0
220968,"One Shot (Jack Reacher, #9)",Lee Child,"Child, Lee",,"=""0440241022""","=""9780440241027""",0,Dell Pub Co,Paperback,466,2006,2005,,2026/06/16,,,read,,,,1,0
220970,"Tripwire  (Jack Reacher, #3)",Lee Child,"Child, Lee",,"=""0515128635""","=""9780515128635""",0,Jove,Mass Market Paperback,432,2000,1999,,2026/06/16,,,read,,,,1,0
231562,"The Enemy (Jack Reacher, #8)",Lee Child,"Child, Lee",,"=""0440241014""","=""9780440241010""",0,Dell,Paperback,464,2005,2004,,2026/06/16,,,read,,,,1,0
220969,"Die Trying (Jack Reacher, #2)",Lee Child,"Child, Lee",,"=""0515142247""","=""9780515142242""",0,Jove,Mass Market Paperback,567,2008,1998,,2026/06/16,,,read,,,,1,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",0,Jove,Mass Market Paperback,474,2006,1997,,2026/06/16,,,read,,,,1,0
12948,The Turn of the Screw,Henry James,"James, Henry",,"=""0140620613""","=""9780140620610""",0,Penguin Books,Paperback,121,1994,1898,,2026/06/16,,,read,,,,1,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",Michael Whelan,"=""0553278223""","=""9780553278224""",0,Bantam/Spectra,Mass Market Paperback,182,1984,1950,,2026/06/14,,,read,,,,1,0
231428883,The Ark,Haruo Yuki,"Yuki, Haruo",Jim Rion,"=""1805331892""","=""9781805331896""",0,Pushkin Vertigo,Paperback,320,2026,2022,,2026/06/14,,,read,,,,1,0
231958881,十誡,Haruo Yuki,"Yuki, Haruo",夕木春央,"=""6267609421""","=""9786267609422""",0,獨步文化,Kindle Edition,221,2025,,,2026/06/14,,,read,,,,1,0
34762989,君たちはどう生きるか,吉野 源三郎,"源三郎, 吉野",,"=""4003315812""","=""9784003315811""",0,岩波書店,Paperback,,1982,1937,,2026/06/14,,,read,,,,1,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",0,Prestwick House,Paperback,89,2005,1895,,2026/06/14,,,read,,,,1,0
489732,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Robert Mighall,"=""0141439572""","=""9780141439570""",0,Penguin Classics,Paperback,253,2003,1890,,2026/06/14,,,read,,,,1,0
50279680,We Begin at the End,Chris  Whitaker,"Whitaker, Chris",,"=""1250759668""","=""9781250759665""",0,Henry Holt and Co.,Hardcover,384,2021,2020,,2026/06/14,,,read,,,,1,0
215153740,All the Colors of the Dark,Chris  Whitaker,"Whitaker, Chris",,"=""0593798880""","=""9780593798881""",0,Crown Publishing Group,Kindle Edition,597,2024,2024,,2026/06/14,,,read,,,,1,0
233770059,The Woman in Cabin 10 (Lo Blacklock #1),Ruth Ware,"Ware, Ruth",,"=""166822187X""","=""9781668221877""",0,Simon & Schuster,Paperback,400,2025,2016,,2026/06/14,,,read,,,,1,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",0,Dell Publishing,Paperback,303,1999,1973,,2026/06/14,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,Dial Press,Paperback,275,1999,1969,,2026/06/14,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",0,Penguin Classics,Paperback,244,2006,1876,,2026/06/14,,,read,,,,1,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,Penguin Classics,Paperback,327,2002,1885,,2026/06/14,,,read,,,,1,0
58651625,The Hate U Give,Angie Thomas,"Thomas, Angie",,"=""""","=""""",0,Balzer + Bray,Hardcover,444,2017,2017,,2026/06/14,,,read,,,,1,0
34253486,I Want to Eat Your Pancreas,Yoru Sumino,"Sumino, Yoru",Khairun Nisak,"=""""","=""9786026383143""",0,Haru,Paperback,308,2017,2015,,2026/06/14,,,read,,,,1,0
46787,Uncle Tom’s Cabin,Harriet Beecher Stowe,"Stowe, Harriet Beecher",,"=""""","=""""",0,Wordsworth Classics,Paperback,438,1999,1852,,2026/06/14,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,Norton,Paperback,488,1986,1897,,2026/06/14,,,read,,,,1,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,Signet Classic,Mass Market Paperback,139,2003,1886,,2026/06/14,,,read,,,,1,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",Newell Convers Wyeth,"=""0753453800""","=""9780753453803""",0,Kingfisher,Hardcover,352,2001,1882,,2026/06/14,,,read,,,,1,0
20342617,Just Mercy,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",0,One World,Paperback,336,2014,2014,,2026/06/14,,,read,,,,1,0
5308,The Pearl,John Steinbeck,"Steinbeck, John",,"=""0142000698""","=""9780142000694""",0,Penguin Books,Paperback,96,2002,1947,,2026/06/14,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,Penguin Books,Paperback,601,2002,1952,,2026/06/14,,,read,,,,1,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,Viking,Hardcover,536,2014,1939,,2026/06/14,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,Penguin Books,Paperback,107,2002,1937,,2026/06/14,,,read,,,,1,0
13642929,My Beloved World,Sonia Sotomayor,"Sotomayor, Sonia",,"=""0307594882""","=""9780307594884""",0,Knopf,Hardcover,302,2013,2013,,2026/06/14,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",0,Penguin Classics,Paperback,260,2018,1818,,2026/06/14,,,read,,,,1,0
3685,Black Beauty,Anna Sewell,"Sewell, Anna",Gail Carson Levine,"=""0439228905""","=""9780439228909""",0,Scholastic Paperbacks,Mass Market Paperback,245,2003,1877,,2026/06/14,,,read,,,,1,0
38899477,そして、バトンは渡された,Maiko Seo,"Seo, Maiko",瀬尾 まいこ,"=""4163907955""","=""9784163907956""",0,文藝春秋,Hardcover,378,2018,2018,,2026/06/14,,,read,,,,1,0
543686,"Rob Roy (Waverley Novels, #4)",Walter  Scott,"Scott, Walter",,"=""0140435549""","=""9780140435542""",0,Penguin Classics,Paperback,501,1995,1817,,2026/06/14,,,read,,,,1,0
6440,Ivanhoe,Walter  Scott,"Scott, Walter",Graham Tulloch,"=""""","=""""",0,Penguin Books /Penguin Classics,Paperback,496,2000,1819,,2026/06/14,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",0,"Harcourt, Inc.",Hardcover,96,2000,1943,,2026/06/14,,,read,,,,1,0
36349572,The Penguin Book of Japanese Short Stories,Jay Rubin,"Rubin, Jay","Haruki Murakami, Jun'ichirō Tanizaki, Kafū Nagai, Natsume Sōseki, Ōgai Mori, Yukio Mishima, Yūko Tsushima, Taeko Kōno, Kenji Nakagami, Banana Yoshimoto, Minako Ohba, Fumiko Enchi, Abe Akira, Yōko Ogawa, Doppo Kunikida, Uno Kōji, Genji Keita, Minoru Betsuyaku, Mieko Kawakami, Shinichi Hoshi, Ryūnosuke Akutagawa, Sawanishi Yuten, Hyakken Uchida, Yoko Ota, Yuichi Seirai, Yasunari Kawabata, Akiyuki Nosaka, Tomoyuki Hoshino, Kazumi Saeki, Aoko Matsuda, Yūya Satō","=""0141395621""","=""9780141395623""",0,Penguin Classics,Hardcover,566,2018,2018,,2026/06/14,,,read,,,,1,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""0540027340""","=""9780540027347""",0,"Little, Brown",Hardcover,343,2016,2016,,2026/06/14,to-read,to-read (#10),to-read,,,,0,0
58613345,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,Scholastic Inc.,Hardcover,672,2005,2005,,2026/06/14,,,read,,,,1,0
58613451,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043935806X""","=""9780439358064""",0,Scholastic Inc.,Hardcover,896,2003,2003,,2026/06/14,,,read,,,,1,0
58613224,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0545010225""","=""9780545010221""",0,Scholastic Inc.,Hardcover,784,2007,2007,,2026/06/14,,,read,,,,1,0
58613424,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,Scholastic Inc.,Hardcover,752,2000,2000,,2026/06/14,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,Arthur A. Levine Books,Hardcover,341,1999,1998,,2026/06/14,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2026/06/14,,,read,,,,1,0
42844155,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Olly Moss,"=""""","=""""",0,Pottermore Publishing,Kindle Edition,333,2015,1997,,2026/06/14,,,read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,Sceptre,Hardcover,342,2018,2018,,2026/06/14,,,read,,,,1,0
27189194,One True Loves,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,Washington Square Press,Kindle Edition,352,2016,2016,,2026/06/14,to-read,to-read (#9),to-read,,,,0,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",0,Ballantine Books,Hardcover,384,2022,2022,,2026/06/14,to-read,to-read (#8),to-read,,,,0,0
220817728,Atmosphere,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,Ballantine Books,Hardcover,337,2025,2025,,2026/06/14,,,read,,,,1,0
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798657""","=""9781524798659""",0,Ballantine Books,Hardcover,369,2021,2021,,2026/06/14,to-read,to-read (#7),to-read,,,,0,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",0,Ballantine Books,Hardcover,368,2019,2019,,2026/06/14,to-read,to-read (#6),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,Atria Books,Hardcover,389,2017,2017,,2026/06/14,,,read,,,,1,0
50063639,The Celestine Prophecy,James Redfield,"Redfield, James",,"=""044651862X""","=""9780446518628""",0,Warner Books,Hardcover,246,1994,1993,,2026/06/14,,,read,,,,1,0
187181,"The Chosen (Reuven Malter, #1)",Chaim Potok,"Potok, Chaim",,"=""0449213447""","=""9780449213445""",0,Ballantine Books,Mass Market Paperback,291,1982,1967,,2026/06/14,,,read,,,,1,0
24611623,In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,"Park, Yeonmi",Maryanne Vollers,"=""1594206791""","=""9781594206795""",0,Penguin Press,Hardcover,273,2015,2015,,2026/06/14,,,read,,,,1,0
15811545,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""0670026638""","=""9780670026630""",0,Viking,Hardcover,432,2013,2013,,2026/06/14,,,read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,G.P. Putnam’s Sons,ebook,384,2018,2018,,2026/06/14,,,read,,,,1,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,New Directions,Paperback,176,1958,1948,,2026/06/14,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,Signet Classics,Mass Market Paperback,141,1996,1945,,2026/06/14,,,read,,,,1,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",0,Plume,Paperback,368,2022,1949,,2026/06/14,,,read,,,,1,0
83173799,君のクイズ (Japanese Edition),小川 哲,"哲, 小川",,"=""4022518375""","=""9784022518378""",0,朝日新聞出版,Kindle Edition,165,2022,2022,,2026/06/14,,,read,,,,1,0
9572203,"The Snowman (Harry Hole, #7)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0307595862""","=""9780307595867""",0,Knopf Publishing Group,Mass Market Paperback,383,2011,2007,,2026/06/14,,,read,,,,1,0
61771675,Hello Beautiful,Ann Napolitano,"Napolitano, Ann",,"=""""","=""""",0,The Dial Press,Kindle Edition,594,2023,2023,,2026/06/14,,,read,,,,1,0
63833299,汝、星のごとく,Yuu Nagira,"Nagira, Yuu",凪良 ゆう,"=""""","=""""",0,講談社,Kindle Edition,357,2022,2022,,2026/06/14,,,read,,,,1,0
9216051,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,Vintage,Kindle Edition,376,2010,1955,,2026/06/14,,,read,,,,1,0
36739755,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""0802128254""","=""9780802128256""",0,Grove Press,Hardcover,163,2018,2016,,2026/06/14,,,read,,,,1,0
34346848,"The Last Girl: My Story of Captivity, and My Fight Against the Islamic State",Nadia Murad,"Murad, Nadia",,"=""0525493212""","=""9780525493211""",0,Random House Audio,Audio CD,,2017,2017,,2026/06/14,,,read,,,,1,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,Vintage,Paperback,338,2004,1977,,2026/06/14,,,read,,,,1,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,Vintage,Paperback,325,2004,1987,,2026/06/14,,,read,,,,1,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",0,Signet,Mass Market Paperback,320,2003,1908,,2026/06/14,,,read,,,,1,0
60376806,Night Train to the Stars,Kenji Miyazawa,"Miyazawa, Kenji",John Bester,"=""178487776X""","=""9781784877767""",0,Vintage Classics,Hardcover,230,2022,1934,,2026/06/14,,,read,,,,1,0
62798,The Temple of the Golden Pavilion,Yukio Mishima,"Mishima, Yukio",Ivan Morris,"=""0679433155""","=""9780679433156""",0,Everyman's Library,Hardcover,247,1995,1956,,2026/06/14,,,read,,,,1,0
62794,Confessions of a Mask,Yukio Mishima,"Mishima, Yukio",Meredith Weatherby,"=""0720610311""","=""9780720610314""",0,Peter Owen,Paperback,224,1998,1949,,2026/06/14,,,read,,,,1,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",0,Heinemann ed,Hardcover,144,1994,1949,,2026/06/14,to-read,to-read (#5),to-read,,,,0,0
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher W.E. Bigsby,"=""0142437336""","=""9780142437339""",0,Penguin Books,Paperback,143,2003,1953,,2026/06/14,,,read,,,,1,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,Penguin Classics ,Paperback,720,2003,1851,,2026/06/14,,,read,,,,1,0
52838315,Greenlights,Matthew McConaughey,"McConaughey, Matthew",,"=""0593139135""","=""9780593139134""",0,Crown,Hardcover,289,2020,2020,,2026/06/14,,,read,,,,1,0
44796,The Moon and Sixpence,W. Somerset Maugham,"Maugham, W. Somerset",,"=""1598185217""","=""9781598185218""",0,Alan Rodgers Books,Paperback,187,2005,1919,,2026/06/14,,,read,,,,1,0
15803037,"Red Sparrow (Red Sparrow Trilogy, #1)",Jason  Matthews,"Matthews, Jason",,"=""1476706123""","=""9781476706122""",0,Scribner,Hardcover,434,2013,2013,,2026/06/14,,,read,,,,1,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",0,Vintage International,Paperback,348,2003,1985,,2026/06/14,,,read,,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,Harper,Mass Market Paperback,417,2003,1967,,2026/06/14,,,read,,,,1,0
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,"=""0440227534""","=""9780440227533""",0,Laurel Leaf,Mass Market Paperback,137,1998,1989,,2026/06/14,to-read,to-read (#4),to-read,,,,0,0
3636,"The Giver (Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,Ember,Paperback,208,2006,1993,,2026/06/14,,,read,,,,1,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,Grand Central Publishing,Kindle Edition,496,2017,2017,,2026/06/14,,,read,,,,1,0
56916837,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,Harper Perennial Modern Classics,Paperback,323,2021,1960,,2026/06/14,,,read,,,,1,0
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0385536976""","=""9780385536974""",0,Doubleday,Hardcover,403,2013,2013,,2026/06/14,,,read,,,,1,0
210223811,Katabasis,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,HarperVoyager,Kindle Edition,559,2025,2025,,2026/06/14,,,read,,,,1,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,Harper Voyager,Hardcover,544,2022,2022,,2026/06/14,,,read,,,,1,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,William Morrow,Paperback,319,2023,2023,,2026/06/14,,,read,,,,1,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",0,Scribner,Hardcover,400,2016,2016,,2026/06/14,,,read,,,,1,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,Harper,Hardcover,560,2022,2022,,2026/06/14,,,read,,,,1,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",0,Harper Perennial Modern Classics,Paperback,546,1998,1998,,2026/06/14,to-read,to-read (#3),to-read,,,,0,0
169439,Sanshirō,Natsume Sōseki,"Sōseki, Natsume",Jay Rubin,"=""1929280106""","=""9781929280100""",0,Penguin Classics,Paperback,248,2009,1908,,2026/06/14,,,read,,,,1,0
169437,Botchan,Natsume Sōseki,"Sōseki, Natsume",Joel Cohn,"=""4770030487""","=""9784770030481""",0,Kodansha USA,Paperback,171,2007,1906,,2026/06/14,,,read,,,,1,0
62772,I Am a Cat,Natsume Sōseki,"Sōseki, Natsume","Graeme Wilson, Aiko Ito","=""080483265X""","=""9780804832656""",0,Tuttle Publishing,Paperback,470,2001,1906,,2026/06/14,,,read,,,,1,0
762476,Kokoro,Natsume Sōseki,"Sōseki, Natsume",Edwin McClellan,"=""0809260956""","=""9780895267153""",0,Gateway Editions,Paperback,256,1996,1914,,2026/06/14,,,read,,,,1,0
14030,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,"Kawabata, Yasunari",J. Martin Holman,"=""1887178945""","=""9781887178945""",0,Catapult,Paperback,176,1998,1926,,2026/06/14,,,read,,,,1,0
14028,Snow Country,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679761047""","=""9780679761044""",0,Vintage,Paperback,175,1996,1948,,2026/06/14,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,Back Bay Books,Paperback,277,2001,1951,,2026/06/14,,,read,,,,1,0
333538,The Castle,Franz Kafka,"Kafka, Franz",Mark Harman,"=""0805211063""","=""9780805211061""",0,Schocken,Paperback,328,1998,1926,,2026/06/14,,,read,,,,1,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,Vintage,Paperback,255,2001,1925,,2026/06/14,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,Bantam Classics,Mass Market Paperback,201,1972,1915,,2026/06/14,,,read,,,,1,0
4894,Who Moved My Cheese?,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",0,Vermilion,Hardcover,98,2002,1998,,2026/06/14,,,read,,,,1,0
133954,Washington Square,Henry James,"James, Henry",,"=""0451528719""","=""9780451528711""",0,Signet Classics,Mass Market Paperback,240,2004,1880,,2026/06/14,,,read,,,,1,0
122765395,Elon Musk,Walter Isaacson,"Isaacson, Walter",,"=""1982181281""","=""9781982181284""",0,Simon & Schuster,Hardcover,688,2023,2023,,2026/06/14,,,read,,,,1,0
