Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",0,Simon & Schuster,Hardcover,630,2011,2011,,2026/06/14,,,read,,,,1,0
56969543,"Bullet Train (Assassins, #2)",Kōtarō Isaka,"Isaka, Kōtarō",Sam Malissa,"=""1419756338""","=""9781419756337""",0,Harry N. Abrams,Hardcover,432,2021,2010,,2026/06/14,,,read,,,,1,0
117677675,光のとこにいてね,Michi Ichiho,"Ichiho, Michi",,"=""""","=""""",0,文藝春秋,Kindle Edition,464,2022,,,2026/06/14,,,read,,,,1,0
17878954,海賊とよばれた男（下）,Naoki Hyakuta,"Hyakuta, Naoki",百田 尚樹,"=""4062175657""","=""9784062175654""",0,Kōdansha,,370,2012,2012,,2026/06/14,to-read,to-read (#2),to-read,,,,0,0
17853587,海賊とよばれた男（上）,Naoki Hyakuta,"Hyakuta, Naoki",百田 尚樹,"=""4062175649""","=""9784062175647""",0,講談社,,386,2012,2012,,2026/06/14,to-read,to-read (#1),to-read,,,,0,0
8658120,永遠の0 [Eien No Zero],Naoki Hyakuta,"Hyakuta, Naoki",百田 尚樹,"=""406276413X""","=""9784062764131""",0,Kōdansha,Paperback,589,2009,2006,,2026/06/14,,,read,,,,1,0
32075854,"Magpie Murders (Susan Ryeland, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062645226""","=""9780062645227""",0,Harper,Hardcover,477,2017,2016,,2026/06/14,,,read,,,,1,0
58341222,Reminders of Him,Colleen Hoover,"Hoover, Colleen",,"=""1542025605""","=""9781542025607""",0,Montlake,Paperback,335,2022,2022,,2026/06/14,,,read,,,,1,0
60393672,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,"Hoover, Colleen",,"=""1668001225""","=""9781668001226""",0,Atria Books,Paperback,324,2022,2022,,2026/06/14,,,read,,,,1,0
17788401,Ugly Love,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,Atria Books,Kindle Edition,330,2014,2014,,2026/06/14,,,read,,,,1,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,Grand Central Publishing,ebook,336,2021,2018,,2026/06/14,,,read,,,,1,0
62627512,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,Atria Books,Hardcover,373,2023,2016,,2026/06/14,,,read,,,,1,0
27323,Hiroshima,John Hersey,"Hersey, John",,"=""0679721037""","=""9780679721031""",0,Vintage,Mass Market Paperback,152,1989,1946,,2026/06/14,,,read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,Ace,Hardcover,658,2019,1965,,2026/06/14,,,read,,,,1,0
218559595,Great Big Beautiful Life,Emily Henry,"Henry, Emily",,"=""""","=""""",0,Berkley,Hardcover,432,2025,2025,,2026/06/14,,,read,,,,1,0
194802722,Funny Story,Emily Henry,"Henry, Emily",,"=""""","=""""",0,Berkley,Kindle Edition,395,2024,2024,,2026/06/14,,,read,,,,1,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",0,Berkley,Hardcover,388,2023,2023,,2026/06/14,,,read,,,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""0593334833""","=""9780593334836""",0,Berkley,Paperback,377,2022,2022,,2026/06/14,,,read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",0,Berkley,Paperback,358,2020,2020,,2026/06/14,,,read,,,,1,0
55076069,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""""","=""""",0,Berkley Books,Kindle Edition,382,2021,2021,,2026/06/14,,,read,,,,1,0
4652,In Our Time,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,Scribner,Paperback,156,2003,1924,,2026/06/14,,,read,,,,1,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,Scribner,Paperback,471,1995,1940,,2026/06/14,,,read,,,,1,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",0,Arrow Books,Paperback,304,2004,1929,,2026/06/14,,,read,,,,1,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,Pan Books,Paperback,189,1957,1926,,2026/06/14,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,Scribner,Hardcover,96,1996,1952,,2026/06/14,,,read,,,,1,0
58147204,リボルバー,Maha Harada,"Harada, Maha",原田 マハ,"=""""","=""""",0,幻冬舎,Kindle Edition,287,2021,,,2026/06/14,,,read,,,,1,0
40861864,The Truths We Hold: An American Journey,Kamala Harris,"Harris, Kamala",,"=""""","=""""",0,Penguin Books,ebook,336,2019,2019,,2026/06/14,,,read,,,,1,0
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,Random House,Hardcover,372,2018,2018,,2026/06/14,,,read,,,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,Harper,ebook,450,2017,2015,,2026/06/14,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,Vintage,Paperback,512,2015,2011,,2026/06/14,,,read,,,,1,0
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,"=""1250178606""","=""9781250178602""",0,St. Martin's Press,Hardcover,464,2021,2021,,2026/06/14,,,read,,,,1,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",0,St. Martin's Press,Hardcover,471,2024,2024,,2026/06/14,,,read,,,,1,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,St. Martin's Press,Hardcover,564,2015,2015,,2026/06/14,,,read,,,,1,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,Viking,Hardcover,288,2020,2020,,2026/06/14,,,read,,,,1,0
17801,Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,"Murakami, Haruki","Alfred Birnbaum, Philip Gabriel","=""""","=""""",0,Vintage,Paperback,309,2003,1997,,2026/06/14,,,read,,,,1,0
24013720,Wind/Pinball: Two Novels,Haruki Murakami,"Murakami, Haruki",Ted Goossen,"=""0385352123""","=""9780385352123""",0,Knopf,Hardcover,234,2015,1980,,2026/06/14,,,read,,,,1,0
209192695,The City and Its Uncertain Walls,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0593801970""","=""9780593801970""",0,Knopf,Hardcover,449,2024,2023,,2026/06/14,,,read,,,,1,0
9833,"Blind Willow, Sleeping Woman",Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Jay Rubin","=""1400044618""","=""9781400044610""",0,Knopf,Hardcover,334,2006,2006,,2026/06/14,,,read,,,,1,0
54614599,First Person Singular: Stories,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0593318072""","=""9780593318072""",0,Knopf,Hardcover,245,2021,2020,,2026/06/14,,,read,,,,1,0
11299,After the Quake,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,Knopf Doubleday Publishing Group,Paperback,147,2003,2000,,2026/06/14,,,read,,,,1,0
9555,The Elephant Vanishes,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Alfred Birnbaum","=""""","=""""",0,Vintage,Paperback,327,1994,1993,,2026/06/14,,,read,,,,1,0
23128304,The Strange Library,Haruki Murakami,"Murakami, Haruki",Ted Goossen,"=""0385354304""","=""9780385354301""",0,Knopf,Paperback,96,2014,2005,,2026/06/14,,,read,,,,1,0
38820047,Killing Commendatore,Haruki Murakami,"Murakami, Haruki",,"=""052552004X""","=""9780525520047""",0,Knopf,Hardcover,681,2018,2017,,2026/06/14,,,read,,,,1,0
17800,Dance Dance Dance,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""0099448769""","=""9780099448761""",0,Vintage,Paperback,393,2002,1988,,2026/06/14,,,read,,,,1,0
33652490,Men Without Women,Haruki Murakami,"Murakami, Haruki","Phillip Gabriel, Ted Goossen, Chip Kidd","=""0385689454""","=""9780385689458""",0,Bond Street Books,Kindle Edition,242,2017,2014,,2026/06/14,,,read,,,,1,0
11298,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""037571894X""","=""9780375718946""",0,Vintage,Paperback,353,2002,1982,,2026/06/14,,,read,,,,1,0
17799,"South of the Border, West of the Sun",Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448572""","=""9780099448570""",0,Vintage,Paperback,190,2006,1992,,2026/06/14,,,read,,,,1,0
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",0,Vintage,Paperback,400,2003,1985,,2026/06/14,,,read,,,,1,0
9557,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448475""","=""9780099448471""",0,Vintage,Paperback,229,2002,1999,,2026/06/14,,,read,,,,1,0
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0307265838""","=""9780307265838""",0,Knopf,Hardcover,191,2007,2004,,2026/06/14,,,read,,,,1,0
41022133,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",,"=""0385352115""","=""9780385352116""",0,Vintage Books,Paperback,308,2014,2013,,2026/06/14,,,read,,,,1,0
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,Knopf Publishing Group,Hardcover,188,2008,2007,,2026/06/14,,,read,,,,1,0
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,Knopf,Paperback,607,1997,1994,,2026/06/14,,,read,,,,1,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,Knopf,Hardcover,944,2011,2009,,2026/06/14,,,read,,,,1,0
239775146,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,Vintage International,Paperback,467,2025,2002,,2026/06/14,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,Vintage Books,Paperback,296,2000,1987,,2026/06/14,,,read,,,,1,0
40117,The Unconsoled,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""057122539X""","=""9780571225392""",0,Faber and Faber,Paperback,535,2005,1995,,2026/06/14,,,read,,,,1,0
4772110,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0307397874""","=""9780307397874""",0,Knopf Canada,Hardcover,221,2009,2009,,2026/06/14,,,read,,,,1,0
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225403""","=""9780571225408""",0,Faber & Faber,Paperback,320,2005,2000,,2026/06/14,,,read,,,,1,0
28920,A Pale View of Hills,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,Faber and Faber,Paperback,183,2005,1982,,2026/06/14,,,read,,,,1,0
28922,An Artist of the Floating World,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225365""","=""9780571225361""",0,Faber and Faber,Paperback,206,2005,1986,,2026/06/14,,,read,,,,1,0
22522805,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""030727103X""","=""9780307271037""",0,Alfred A. Knopf,Hardcover,317,2015,2015,,2026/06/14,,,read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,Faber & Faber,Paperback,258,2005,1989,,2026/06/14,,,read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,Alfred A. Knopf,Hardcover,303,2021,2021,,2026/06/14,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,Vintage Books ,Paperback,288,2010,2005,,2026/06/14,,,read,,,,1,0
43582010,"The Accomplice (Theodore Boone, #7)",John Grisham,"Grisham, John",,"=""""","=""""",0,Dutton Books for Young Readers,Kindle Edition,238,2019,2019,,2026/06/14,,,read,,,,1,0
26109389,"The Scandal (Theodore Boone, #6)",John Grisham,"Grisham, John",,"=""0525426396""","=""9780525426394""",0,Dutton Books for Young Readers,Hardcover,224,2016,2016,,2026/06/14,,,read,,,,1,0
23281792,"The Fugitive (Theodore Boone, #5)",John Grisham,"Grisham, John",,"=""0525426388""","=""9780525426387""",0,Dutton Books for Young Readers,Hardcover,250,2015,2015,,2026/06/14,,,read,,,,1,0
16101084,"The Activist (Theodore Boone, #4)",John Grisham,"Grisham, John",,"=""0525425772""","=""9780525425779""",0,Dutton Books for Young Readers,Hardcover,289,2013,2013,,2026/06/14,,,read,,,,1,0
11737268,"The Accused (Theodore Boone, #3)",John Grisham,"Grisham, John",,"=""0525425764""","=""9780525425762""",0,Dutton Books for Young Readers,Hardcover,288,2012,2012,,2026/06/14,,,read,,,,1,0
10720733,"The Abduction (Theodore Boone, #2)",John Grisham,"Grisham, John",,"=""""","=""""",0,,Paperback,232,2011,2010,,2026/06/14,,,read,,,,1,0
209786389,Framed: Astonishing True Stories of Wrongful Convictions,John Grisham,"Grisham, John",Jim McCloskey,"=""0385550448""","=""9780385550444""",0,Doubleday,Hardcover,368,2024,2024,,2026/06/14,,,read,,,,1,0
7824997,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)",John Grisham,"Grisham, John",Richard Thomas,"=""0142428698""","=""9780142428696""",0,Listening Library,Audiobook,263,2010,2010,,2026/06/14,,,read,,,,1,0
5347,Bleachers,John Grisham,"Grisham, John",,"=""""","=""""",0,Arrow,Paperback,229,2004,2003,,2026/06/14,,,read,,,,1,0
60148895,"Sparring Partners (Jake Brigance, #4)",John Grisham,"Grisham, John",,"=""0385549326""","=""9780385549325""",0,Doubleday,Hardcover,320,2022,,,2026/06/14,,,read,,,,1,0
13154952,Calico Joe,John Grisham,"Grisham, John",,"=""0385536070""","=""9780385536073""",0,Doubleday,Hardcover,198,2012,2012,,2026/06/14,,,read,,,,1,0
1205297,Playing for Pizza,John Grisham,"Grisham, John",,"=""0385525001""","=""9780385525008""",0,Doubleday Books,Hardcover,262,2007,2007,,2026/06/14,,,read,,,,1,0
1248179,The Appeal,John Grisham,"Grisham, John",,"=""0385515049""","=""9780385515047""",0,Doubleday Books,Hardcover,358,2008,2008,,2026/06/14,,,read,,,,1,0
199550833,"Camino Ghosts (Camino Island, #3)",John Grisham,"Grisham, John",,"=""0385545991""","=""9780385545990""",0,Doubleday,Hardcover,292,2024,2024,,2026/06/14,,,read,,,,1,0
56844943,Sooley,John Grisham,"Grisham, John",,"=""0385547684""","=""9780385547680""",0,Doubleday,Hardcover,355,2021,2021,,2026/06/14,,,read,,,,1,0
3613997,The Associate,John Grisham,"Grisham, John",,"=""0385517831""","=""9780385517836""",0,Doubleday Books,Hardcover,373,2009,2009,,2026/06/14,,,read,,,,1,0
5352,The Summons,John Grisham,"Grisham, John",,"=""0385339593""","=""9780385339599""",0,Delta,Paperback,384,2005,2002,,2026/06/14,,,read,,,,1,0
7933437,The Confession,John Grisham,"Grisham, John",,"=""0385528043""","=""9780385528047""",0,Doubleday,Hardcover,418,2010,2010,,2026/06/14,,,read,,,,1,0
5357,Skipping Christmas,John Grisham,"Grisham, John",,"=""0099481685""","=""9780099481683""",0,Arrow,Paperback,198,2004,2001,,2026/06/14,,,read,,,,1,0
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,"Grisham, John",,"=""0385517238""","=""9780385517232""",0,Doubleday,Hardcover,360,2006,2006,,2026/06/14,,,read,,,,1,0
11600163,The Litigators,John Grisham,"Grisham, John",,"=""1444729705""","=""9781444729702""",0,London : Hodder & Stoughton,Hardcover,385,2011,2011,,2026/06/14,,,read,,,,1,0
5356,The King of Torts,John Grisham,"Grisham, John",,"=""0385339658""","=""9780385339650""",0,Delta,Paperback,276,2005,2003,,2026/06/14,,,read,,,,1,0
25387351,"Rogue Lawyer (Rogue Lawyer, #1)",John Grisham,"Grisham, John",,"=""0385539436""","=""9780385539432""",0,Doubleday,Hardcover,344,2015,2015,,2026/06/14,,,read,,,,1,0
49123131,"Camino Winds (Camino Island, #2)",John Grisham,"Grisham, John",,"=""0385545940""","=""9780385545945""",0,Knopf Doubleday Publishing Group,Kindle Edition,304,2020,2020,,2026/06/14,,,read,,,,1,0
34201164,The Rooster Bar,John Grisham,"Grisham, John",,"=""0385541171""","=""9780385541176""",0,Doubleday ,Hardcover,352,2017,,,2026/06/14,,,read,,,,1,0
5354,The Brethren,John Grisham,"Grisham, John",,"=""0385339674""","=""9780385339674""",0,Delta,Paperback,440,2005,2000,,2026/06/14,,,read,,,,1,0
123285511,"The Exchange (The Firm, #2)",John Grisham,"Grisham, John",,"=""0385548958""","=""9780385548953""",0,Doubleday,Hardcover,338,2023,2023,,2026/06/14,,,read,,,,1,0
61065355,The Boys from Biloxi,John Grisham,"Grisham, John",,"=""0385548923""","=""9780385548922""",0,Doubleday,Hardcover,464,2022,2022,,2026/06/14,,,read,,,,1,0
38389488,The Reckoning,John Grisham,"Grisham, John",,"=""""","=""""",0,Doubleday,Hardcover,420,2018,2018,,2026/06/14,,,read,,,,1,0
5360,A Painted House,John Grisham,"Grisham, John",,"=""0385337930""","=""9780385337939""",0,Bantam,Paperback,384,2004,2001,,2026/06/14,,,read,,,,1,0
1110,The Broker,John Grisham,"Grisham, John",,"=""0385340540""","=""9780385340540""",0,Delta,Paperback,422,2006,2005,,2026/06/14,,,read,,,,1,0
20707959,Gray Mountain,John Grisham,"Grisham, John",,"=""038553714X""","=""9780385537148""",0,Doubleday,Hardcover,368,2014,2014,,2026/06/14,,,read,,,,1,0
53529219,"A Time for Mercy (Jake Brigance, #3)",John Grisham,"Grisham, John",,"=""0385545975""","=""9780385545976""",0,Random House,Kindle Edition,480,2020,2020,,2026/06/14,,,read,,,,1,0
5346,The Last Juror,John Grisham,"Grisham, John",,"=""0385339682""","=""9780385339681""",0,Delta,Paperback,278,2006,2004,,2026/06/14,,,read,,,,1,0
13573236,The Racketeer,John Grisham,"Grisham, John",,"=""0385535144""","=""9780385535144""",0,Doubleday,Hardcover,340,2012,2012,,2026/06/14,,,read,,,,1,0
5351,The Street Lawyer,John Grisham,"Grisham, John",,"=""0385339097""","=""9780385339094""",0,Bantam,Paperback,384,2005,1998,,2026/06/14,,,read,,,,1,0
5348,The Testament,John Grisham,"Grisham, John",,"=""0440234743""","=""9780440234746""",0,Island,Paperback,533,2000,1999,,2026/06/14,,,read,,,,1,0
452235,"The Firm (The Firm, #1)",John Grisham,"Grisham, John",,"=""044021145X""","=""9780440211457""",0,Dell,Paperback,501,1992,1991,,2026/06/14,,,read,,,,1,0
57865158,"The Judge's List (The Whistler, #2)",John Grisham,"Grisham, John",,"=""0385546025""","=""9780385546027""",0,Doubleday,Hardcover,357,2021,2021,,2026/06/14,,,read,,,,1,0
43701061,The Guardians,John Grisham,"Grisham, John",,"=""0385544189""","=""9780385544184""",0,Doubleday,Hardcover,370,2019,2019,,2026/06/14,,,read,,,,1,0
229004506,The Widow,John Grisham,"Grisham, John",,"=""0385548982""","=""9780385548984""",0,Doubleday,Hardcover,404,2025,2025,,2026/06/14,,,read,,,,1,0
5350,The Partner,John Grisham,"Grisham, John",,"=""0385339100""","=""9780385339100""",0,Delta,Paperback,416,2005,1997,,2026/06/14,,,read,,,,1,0
5355,The Chamber,John Grisham,"Grisham, John",,"=""0385339666""","=""9780385339667""",0,Delta Trade Paperbacks,Paperback,632,2006,1994,,2026/06/14,,,read,,,,1,0
17288661,"Sycamore Row (Jake Brigance, #2)",John Grisham,"Grisham, John",,"=""0385537131""","=""9780385537131""",0,Doubleday,Hardcover,447,2013,2013,,2026/06/14,,,read,,,,1,0
29354916,"The Whistler (The Whistler, #1)",John Grisham,"Grisham, John",,"=""0385541201""","=""9780385541206""",0,Vintage,Kindle Edition,424,2016,2016,,2026/06/14,,,read,,,,1,0
34121119,"Camino Island (Camino Island, #1)",John Grisham,"Grisham, John",,"=""0385543026""","=""9780385543026""",0,Doubleday,Hardcover,290,2017,2017,,2026/06/14,,,read,,,,1,0
5349,The Rainmaker,John Grisham,"Grisham, John",,"=""""","=""""",0,Delta,Paperback,576,2005,1995,,2026/06/14,,,read,,,,1,0
24192,The Runaway Jury,John Grisham,"Grisham, John",,"=""0385339690""","=""9780385339698""",0,Delta,Paperback,464,2006,1996,,2026/06/14,,,read,,,,1,0
32499,The Pelican Brief,John Grisham,"Grisham, John",,"=""0385339704""","=""9780385339704""",0,Delta,Paperback,400,2006,1992,,2026/06/14,,,read,,,,1,0
5359,The Client,John Grisham,"Grisham, John",,"=""0385339089""","=""9780385339087""",0,Delta Trade Paperbacks,Paperback,483,2005,1993,,2026/06/14,,,read,,,,1,0
32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,"Grisham, John",,"=""""","=""""",0,Dell,Mass Market Paperback,738,2004,1989,,2026/06/14,,,read,,,,1,0
25856606,The Fault in Our Stars,John  Green,"Green, John",,"=""0525478817""","=""9780525478812""",0,Dutton Books,Hardcover,313,2012,2012,,2026/06/14,,,read,,,,1,0
6442769,Paper Towns,John  Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",0,Speak,Paperback,305,2009,2008,,2026/06/14,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,Penguin Books ,Paperback,182,1999,1954,,2026/06/14,,,read,,,,1,0
127441416,The Diary of a Young Girl,Anne Frank,"Frank, Anne",,"=""""","=""""",0,Bantam Books,Mass Market Paperback,256,1994,1947,,2026/06/14,,,read,,,,1,0
7628,The Good Soldier: A Tale of Passion,Ford Madox Ford,"Ford, Ford Madox","Kenneth Womack, William Baker","=""1551113813""","=""9781551113814""",0,Broadview Press,Paperback,368,2003,1915,,2026/06/14,,,read,,,,1,0
41733839,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Jesmyn Ward,"=""""","=""""",0,Scribner,Paperback,180,2018,1925,,2026/06/14,,,read,,,,1,0
54499,The Man in the Iron Mask (Le vicomte de Bragelonne #4/4),Alexandre Dumas,"Dumas, Alexandre","Joachim Neugroschel, Francine du Plessix Gray","=""0140439242""","=""9780140439243""",0,Penguin Books,Unknown Binding,383,2003,1850,,2026/06/14,,,read,,,,1,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukkle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael  Page, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord","=""""","=""""",0,Modern Library,Paperback,625,2001,1844,,2026/06/14,,,read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,Penguin Classics,Paperback,1276,2003,1846,,2026/06/14,,,read,,,,1,0
194373,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,"Doyle, Arthur Conan","Owen Dudley Edwards, Christopher Roden","=""0192123092""","=""9780192123091""",0,Oxford University Press,Hardcover,378,1993,1893,,2026/06/14,,,read,,,,1,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Mark Hallaq","=""""","=""""",0,Signet,Mass Market Paperback,256,2001,1902,,2026/06/14,,,read,,,,1,0
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",0,Oxford University Press,Paperback,389,1998,1892,,2026/06/14,,,read,,,,1,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""""","=""""",0,Penguin Classics,Paperback,129,2001,1890,,2026/06/14,,,read,,,,1,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",0,Digireads.com,Paperback,123,2005,1887,,2026/06/14,,,read,,,,1,0
58696,David Copperfield,Charles Dickens,"Dickens, Charles","Edward Killoran Brown, Jeremy Tambling, Phiz","=""""","=""""",0,Penguin ,Paperback,882,2004,1850,,2026/06/14,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",0,Penguin Books,Paperback,608,2003,1838,,2026/06/14,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",0,Oxford University Press,Paperback,544,1998,1861,,2026/06/14,,,read,,,,1,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",0,Bethany House Publishers ,Paperback,184,1999,1843,,2026/06/14,,,read,,,,1,0
41716904,"Upheaval: Turning Points for Nations in Crisis (Civilizations Rise and Fall, #3)",Jared Diamond,"Diamond, Jared",,"=""""","=""""",0,"Little, Brown and Company",Hardcover,512,2019,2019,,2026/06/14,,,read,,,,1,0
35220,The Red Badge of Courage,Stephen Crane,"Crane, Stephen",,"=""1580495869""","=""9781580495868""",0,"Clayton, Del. : Prestwick House Literary Touchstone Classics,",Paperback,149,2006,1894,,2026/06/14,,,read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,Green Integer Books,Paperback,188,2003,1899,,2026/06/14,,,read,,,,1,0
221633230,"Never Flinch (Holly Gibney, #4)",Stephen  King,"King, Stephen",,"=""1668089335""","=""9781668089330""",0,Scribner,Hardcover,448,2025,2025,,2026/06/14,,,read,,,,1,0
201242757,You Like It Darker,Stephen  King,"King, Stephen",,"=""1668037718""","=""9781668037713""",0,Scribner,Hardcover,512,2024,2024,,2026/06/14,,,read,,,,1,0
46015758,If It Bleeds (Holly Gibney #2),Stephen  King,"King, Stephen",,"=""""","=""""",0,Scribner ,Kindle Edition,438,2020,2020,,2026/06/14,,,read,,,,1,0
23492589,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen  King,"King, Stephen",,"=""1501100076""","=""9781501100079""",0,Scribner,Hardcover,434,2015,2015,,2026/06/14,,,read,,,,1,0
65916344,"Holly (Holly Gibney, #3)",Stephen  King,"King, Stephen",,"=""1668016133""","=""9781668016138""",0,Scribner,Hardcover,449,2023,2023,,2026/06/14,,,read,,,,1,0
